client_id,target,col2,col5,col25,col29,col33,col37,col47,col65,col101,col121,col177,col197,col217,col229,col245,col261,col277,col317,col397,col437,col473,col493,col617,col633,col673,col693,col713,col733,col801,col809,col817,col825,col845,col865,col885,col905,col945,col965,col985,col1005,col1025,col1077,col1097,col1117,col1149,col1165,col1181,col1189,col1193,col1201,col1221,col1253,col1281,col1301,col1341,col1349,col1353,col1357,col1361,col1369,col1373,col1381,col1421,col1441,col1453,col1455,col1487,col1495,col1503,col1511,col1661,col1675,col1682,col1705,col1729,col1753,col1778,col1801,col1823,col1847,col1863,col1895,col1903,col1905,col1910,col1919,col1959,col1999,col2047,col2071,col2143,col2199,col2271,col2295,col2343,col2543,col2567,col2591,col2663
22,0,,,,,,,,,15.0,0.25,,0.375,,,0.2027972027972027,0.5734265734265734,4.0,19.99,4943002.0,1396.0,59.8983,37.6171,0.8333333333333334,4781181.0,190415.0,15620.0,25.97,16.0,118107.0,1696032000.0,11.0,,929483.0,,20.0,4647417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,3.0,182143.0,,24.84,1.54,6143890.45,16.0,193677.0,27.44,5850000.0,360.0,5300000.0,0.25820859661998
23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,2.0,2.0,179078.0,,40.71,2.32,8579465.83,2.0,179078.0,40.71,7624500.0,360.0,7292545.0,0.2584471777589903
24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13618757.58,8.0,169153.0,3.0,,,,0.2683644078109473
25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8341214.69,10.0,249597.0,2.0,,,,0.2562613816564786
26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6981392.62,11.0,192539.0,35.76,5700000.0,240.0,7410000.0,0.2556113676384911
27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,7.0,18316750.5,4.0,298869.0,3.0,,,,0.2569190620677391
28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5244644.1,10.0,183900.0,30.02,,,,0.2562613816564786
30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,150.0,,,,,,,,,,,,,,,,,3.0,10370354.85,21.0,139581.0,3.0,6698884.0,180.0,6698884.0,0.2567183659523679
31,0,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15954140.79,9.0,277621.0,2.0,,,,0.2939887692826054
32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6393292.48,13.0,156272.0,2.0,,,,0.2562613816564786
32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6393292.48,13.0,156272.0,2.0,,,,0.2562613816564786
33,0,,,,,,,,,,,,,,,,,,,,,51.6664,39.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,212637.0,,34.84,1.95,8527501.44,5.0,212637.0,32.72,7531742.0,192.0,8284916.0,0.2570165748042274
34,0,,,,,,,,,-3.0,,,,0.75,,0.3333333333333333,,4.0,19.9,3161652.0,1397.0,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,3.0,212848.0,,39.81,1.55,9587178.79,3.0,212848.0,39.81,8315550.0,360.0,9147105.0,0.2576983466994116
35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4409879.07,11.0,148369.0,30.09,3416000.0,84.0,4441000.0,0.2562613816564786
36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2052028.5,2.0,105000.0,24.27,,,,0.2562613816564786
37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14511979.96,13.0,227439.0,2.0,11617000.0,300.0,12000000.0,0.2560610222605129
38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7630164.31,11.0,220814.0,34.6,,,,0.2565996261339365
39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5322265.2,6.0,209758.0,26.47,3920000.0,240.0,4312000.0,0.2562613816564786
40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3708657.41,,108300.0,37.14,,,,0.2562613816564786
42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3387281.76,24.0,87600.0,42.03,,,,0.2562613816564786
43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5448558.0,13.0,207313.25,26.33,9591003.32,362.0,9591003.32,0.2574735476686629
44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,564345.6,20.0,216855.0,2.0,5330000.0,242.0,5330000.0,0.2562613816564786
45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8084489.3,6.0,145232.0,2.0,,,,0.2581665753739357
46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5108218.84,10.0,222493.0,38.3,,,,0.2562613816564786
47,0,,,,,,,,,,,,,,,0.5,,4.0,20.16,4165483.0,11835.0,59.8983,37.6068,,,,,,,,,,,,,,,,,,,,,,,,,6.34,5.181999981403351,4.74,796323.0,-1.0,0.0357142857142857,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,5.0,4.0,,5.0,,,,,8.0,151269.0,2.0,45.52,1.99,7970564.54,8.0,151269.0,2.0,6775538.0,360.0,6774000.0,0.258239748477008
48,0,,,,,,,,,,,,,,,,,,,,,61.2431,73.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,13.0,181223.0,,38.54,0.9,6725641.43,13.0,181223.0,38.54,,360.0,5780000.0,0.2551071103833721
49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4348388.8,14.0,175675.0,25.83,,,,0.2634297521365618
50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,15000000.0,,17.0,9.0,,17.0,,,,17.0,,,,,4.0,100000.0,23.0,214460.0,4.0,,,,0.2605339674028874
51,1,,,,,,,,,,,,,,,,,,,,,55.7483,37.6171,,38300630.0,380722.0,112173.0,100.6,4.0,64739.0,1680220800.0,24.0,,,,,,,,,,,26.6,6756014.0,-2.0,0.0192307692307692,2.0,5.4,4.630434803340746,4.5,963180.0,-1.0,0.0555555555555555,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,6.0,27582087.49,20.0,292395.0,4.0,,,,0.2572174233749946
52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4996874.61,7.0,142646.0,35.53,4196874.0,360.0,5455936.0,0.2562613816564786
53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3787050.21,8.0,161001.0,25.01,,,,0.2562613816564786
54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3333405.9,6.0,151973.0,22.0,1739000.0,120.0,1739000.0,0.2562613816564786
55,0,,,,,,,,0.1428571428571428,75.0,0.0526315789473684,,,,,0.1428571428571428,0.1428571428571428,4.0,71.1,25039038.0,13857.0,55.7483,37.6171,0.1666666666666666,27022996.0,363237.0,123924.0,78.5,4.0,161497.0,1735603200.0,14.0,,,,30.0,26132272.0,14132271.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,3.0,,3.0,,,,,14.0,326405.0,4.0,77.8,3.0,20869302.15,14.0,326405.0,4.0,17780000.0,360.0,17780000.0,0.3200798164512687
57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7745838.46,14.0,156476.0,2.0,6592462.0,120.0,6808079.0,0.2570165748042274
59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6719402.08,3.0,192834.0,37.05,,,,0.2562613816564786
64,0,,,,,,,,,,,,,,,,,,,,,59.8983,30.2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4403271.62,9.0,190358.0,21.75,3516000.0,360.0,4571000.0,0.2567636136834121
66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,17567969.62,21.0,224324.1,3.0,,,,0.2556113676384911
67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9291831.18,12.0,173741.0,2.0,7126000.0,362.0,8426164.0,0.2635199497628909
68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7536461.39,8.0,106108.0,3.0,,,,0.256437301200215
69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3071160.0,6.0,99500.0,35.92,,,,0.2569190620677391
70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5591968.02,8.0,188277.0,30.36,,,,0.2562613816564786
70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5591968.02,8.0,188277.0,30.36,,,,0.2562613816564786
71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,7864977.09,10.0,253684.06,2.0,,,,0.2697219875066544
75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,4.0,2.0,,4.0,,,,,,,,,6.0,6080221.84,14.0,267424.0,23.99,5300000.0,300.0,5300000.0,0.257688171751113
78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9777118.41,10.0,165339.0,2.0,9902100.0,362.0,9902100.0,0.2615879753766928
79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6592937.02,5.0,245352.0,25.83,5102936.0,362.0,6633000.0,0.2569190620677391
81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4052843.1,10.0,174242.0,22.73,2650000.0,108.0,,0.2562613816564786
82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,11.0,188594.0,,23.13,1.13,4352179.22,11.0,188594.0,23.13,3000000.0,168.0,3000000.0,0.2562613816564786
83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5056542.9,,156710.0,33.63,,,,0.2562613816564786
84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6344190.68,6.0,182767.0,35.51,2560970.0,240.0,2560970.0,0.2562613816564786
84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6344190.68,6.0,182767.0,35.51,2560970.0,240.0,2560970.0,0.2562613816564786
87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7724881.75,5.0,158713.0,2.0,5000000.0,302.0,6500000.0,0.2572174233749946
89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5344674.6,6.0,149562.0,36.91,4173000.0,242.0,4173000.0,0.256437301200215
92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3640076.03,20.0,92835.4,39.21,,,,0.2562613816564786
101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3186227.6,6.0,156648.36,20.34,,,,0.2562613816564786
102,0,,,,,,,,,,,,,,,0.5,0.9,0.7,38.7,7659997.0,1246.0,60.0722,30.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6.0,6.0,,6.0,,,,6.0,2.0,193030.0,,38.88,1.8,9048885.58,2.0,193030.0,38.88,7701000.0,360.0,7701000.0,0.2715273584409416
103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,8435083.7,13.0,150432.0,2.0,5594703.0,362.0,6640000.0,0.2585078115133585
105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8697275.9,17.0,221394.0,3.0,,,,0.2562613816564786
106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4915283.09,11.0,146368.0,33.65,3925000.0,180.0,3925000.0,0.2562613816564786
110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,2.0,,,,,,,,,2.0,,,2.0,,,,,10.0,221078.0,2.0,41.55,5.0,13772296.96,10.0,308160.0,2.0,,,,0.2572174233749946
113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10122959.0,31.0,131467.0,3.0,,,,0.2562613816564786
114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,13.0,13.0,,13.0,,,,13.0,6.0,2143555.0,,35.36,2.1,8960411.69,27.0,260726.0,35.36,,,,0.2596951680407721
115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4826862.3,11.0,146794.0,32.95,,,,0.2569190620677391
116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,50.0,54.0,8.0,20.0,8000000.0,10000000.0,,,,,,,,,,,,,2.0,10287625.11,11.0,159954.0,2.0,7300000.0,240.0,7300000.0,0.2530169467321295
118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5076964.61,10.0,147128.0,33.65,5000000.0,240.0,5000000.0,0.2562613816564786
119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4502115.25,14.0,200268.0,22.18,,,,0.2562613816564786
121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15229670.6,18.0,285607.0,2.0,12945219.0,362.0,4002016.0,0.2560610222605129
123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,13.0,246751.0,,34.84,2.1,7999364.35,13.0,246751.0,34.84,,,,0.2569190620677391
130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4902687.22,10.0,149870.0,32.93,2925219.0,240.0,3000000.0,0.2562613816564786
133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,15210670.86,5.0,399377.0,2.0,,,,0.2569190620677391
134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4072376.52,9.0,179201.0,22.21,3000000.0,240.0,3000000.0,0.2596913727359405
136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6547873.0,10.0,258067.0,25.0,5897872.0,360.0,1182835.0,0.2572174233749946
137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4589187.69,29.0,187289.0,25.83,,,,0.2562613816564786
139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4474984.98,6.0,169715.0,26.09,,,,0.2562613816564786
140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6557923.84,10.0,215100.0,40.84,,,,0.2562613816564786
147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6311791.16,26.0,189575.0,34.72,,,,0.2569190620677391
149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6778861.89,11.0,267677.0,26.14,,,,0.2569190620677391
